,title,category,authors,date,summary
26,A Comprehensive Survey on Enterprise Financial Risk Analysis from Big Data Perspective,Risk Management,Yu Zhao; Huaming Du; Qing Li; Fuzhen Zhuang; Ji Liu; Gang Kou,28-November-2022,"Enterprise financial risk analysis aims at predicting the future financial
risk of enterprises. Due to its wide and significant application, enterprise
financial risk analysis has always been the core research topic in the fields
of Finance and Management. Based on advanced computer science and artificial
intelligence technologies, enterprise risk analysis research is experiencing
rapid developments and making significant progress. Therefore, it is both
necessary and challenging to comprehensively review the relevant studies.
Although there are already some valuable and impressive surveys on enterprise
risk analysis from the perspective of Finance and Management, these surveys
introduce approaches in a relatively isolated way and lack recent advances in
enterprise financial risk analysis. In contrast, this paper attempts to provide
a systematic literature survey of enterprise risk analysis approaches from Big
Data perspective, which reviews more than 250 representative articles in the
past almost 50 years (from 1968 to 2023). To the best of our knowledge, this is
the first and only survey work on enterprise financial risk from Big Data
perspective. Specifically, this survey connects and systematizes the existing
enterprise financial risk studies, i.e. to summarize and interpret the
problems, methods, and spotlights in a comprehensive way. In particular, we
first introduce the issues of enterprise financial risks in terms of their
types,granularity, intelligence, and evaluation metrics, and summarize the
corresponding representative works. Then, we compare the analysis methods used
to learn enterprise financial risk, and finally summarize the spotlights of the
most representative works. Our goal is to clarify current cutting-edge research
and its possible future directions to model enterprise risk, aiming to fully
understand the mechanisms of enterprise risk generation and contagion."
27,Multilevel Monte Carlo and its Applications in Financial Engineering,Computational Finance,Devang Sinha; Siddhartha P. Chakrabarty,29-September-2022,"In this article, we present a review of the recent developments on the topic
of Multilevel Monte Carlo (MLMC) algorithm, in the paradigm of applications in
financial engineering. We specifically focus on the recent studies conducted in
two subareas, namely, option pricing and financial risk management. For the
former, the discussion involves incorporation of the importance sampling
algorithm, in conjunction with the MLMC estimator, thereby constructing a
hybrid algorithm in order to achieve reduction for the overall variance of the
estimator. In case of the latter, we discuss the studies carried out in order
to construct an efficient algorithm in order to estimate the risk measures of
Value-at-Risk (VaR) and Conditional Var (CVaR), in an efficient manner. In this
regard, we briefly discuss the motivation and the construction of an adaptive
sampling algorithm with an aim to efficiently estimate the nested expectation,
which, in general is computationally expensive."
28,Newsvendor Conditional Value-at-Risk Minimisation with a Non-Parametric Approach,Optimization and Control,Congzheng Liu; Wenqi Zhu,22-September-2022,"In the classical Newsvendor problem, one must determine the order quantity
that maximises the expected profit. Some recent works have proposed an
alternative approach, in which the goal is to minimise the conditional
value-at-risk (CVaR), a very popular risk measure in financial risk management.
Unfortunately, CVaR estimation involves considering observations with extreme
values, which poses problems for both parametric and non-parametric methods.
Indeed, parametric methods often underestimate the downside risk, which leads
to significant losses in extreme cases. The existing non-parametric methods, on
the other hand, are extremely computationally expensive for large instances. In
this paper, we propose an alternative non-parametric approach to CVaR
minimisation that uses only a small proportion of the data. Using both
simulation and real-life case studies, we show that the proposed method can be
very useful in practice, allowing the decision makers to suffer less downside
loss in extreme cases while requiring reasonable computing effort."
29,A dynamic extreme value model with applications to volcanic eruption forecasting,Statistics Applications,Michele Nguyen; Almut E. D. Veraart; Benoit Taisne; Tan Chiou Ting; David Lallemant,23-August-2022,"Extreme events such as natural and economic disasters leave lasting impacts
on society and motivate the analysis of extremes from data. While classical
statistical tools based on Gaussian distributions focus on average behaviour
and can lead to persistent biases when estimating extremes, extreme value
theory (EVT) provides the mathematical foundations to accurately characterise
extremes. In this paper, we adapt a dynamic extreme value model recently
introduced to forecast financial risk from high frequency data to the context
of natural hazard forecasting. We demonstrate its wide applicability and
flexibility using a case study of the Piton de la Fournaise volcano. The value
of using EVT-informed thresholds to identify and model extreme events is shown
through forecast performance."
30,Inference for Joint Quantile and Expected Shortfall Regression,Statistics Methodology,Xiang Peng; Huixia Judy Wang,22-August-2022,"Quantiles and expected shortfalls are commonly used risk measures in
financial risk management. The two measurements are correlated while have
distinguished features. In this project, our primary goal is to develop stable
and practical inference method for conditional expected shortfall. To
facilitate the statistical inference procedure, we consider the joint modeling
of conditional quantile and expected shortfall. While the regression
coefficients can be estimated jointly by minimizing a class of strictly
consistent joint loss functions, the computation is challenging especially when
the dimension of parameters is large since the loss functions are neither
differentiable nor convex. To reduce the computational effort, we propose a
two-step estimation procedure by first estimating the quantile regression
parameters with standard quantile regression. We show that the two-step
estimator has the same asymptotic properties as the joint estimator, but the
former is numerically more efficient. We further develop a score-type inference
method for hypothesis testing and confidence interval construction. Compared to
the Wald-type method, the score method is robust against heterogeneity and is
superior in finite samples, especially for cases with a large number of
confounding factors. We demonstrate the advantages of the proposed methods over
existing approaches through numerical studies."
31,One-off Negative Sequential Pattern Mining,Databases,Youxi Wu; Mingjie Chen; Yan Li; Jing Liu; Zhao Li; Jinyan Li; Xindong Wu,25-July-2022,"Negative sequential pattern mining (SPM) is an important SPM research topic.
Unlike positive SPM, negative SPM can discover events that should have occurred
but have not occurred, and it can be used for financial risk management and
fraud detection. However, existing methods generally ignore the repetitions of
the pattern and do not consider gap constraints, which can lead to mining
results containing a large number of patterns that users are not interested in.
To solve this problem, this paper discovers frequent one-off negative
sequential patterns (ONPs). This problem has the following two characteristics.
First, the support is calculated under the one-off condition, which means that
any character in the sequence can only be used once at most. Second, the gap
constraint can be given by the user. To efficiently mine patterns, this paper
proposes the ONP-Miner algorithm, which employs depth-first and backtracking
strategies to calculate the support. Therefore, ONP-Miner can effectively avoid
creating redundant nodes and parent-child relationships. Moreover, to
effectively reduce the number of candidate patterns, ONP-Miner uses pattern
join and pruning strategies to generate and further prune the candidate
patterns, respectively. Experimental results show that ONP-Miner not only
improves the mining efficiency, but also has better mining performance than the
state-of-the-art algorithms. More importantly, ONP mining can find more
interesting patterns in traffic volume data to predict future traffic."
32,Climate-Contingent Finance,General Finance,John Nay,05-July-2022,"Climate adaptation could yield significant benefits. However, the uncertainty
of which future climate scenarios will occur decreases the feasibility of
proactively adapting. Climate adaptation projects could be underwritten by
benefits paid for in the climate scenarios that each adaptation project is
designed to address because other entities would like to hedge the financial
risk of those scenarios. Because the return on investment is a function of the
level of climate change, it is optimal for the adapting entity to finance
adaptation with repayment as a function of the climate. It is also optimal for
entities with more financial downside under a more extreme climate to serve as
an investing counterparty because they can obtain higher than market rates of
return when they need it most.
  In this way, parties proactively adapting would reduce the risk they
over-prepare, while their investors would reduce the risk they under-prepare.
This is superior to typical insurance because, by investing in
climate-contingent mechanisms, investors are not merely financially hedging but
also outright preventing physical damage, and therefore creating economic
value. This coordinates capital through time and place according to parties'
risk reduction capabilities and financial profiles, while also providing a
diversifying investment return.
  Climate-contingent finance can be generalized to any situation where entities
share exposure to a risk where they lack direct control over whether it occurs
(e.g., climate change, or a natural pandemic), and one type of entity can take
proactive actions to benefit from addressing the effects of the risk if it
occurs (e.g., through innovating on crops that would do well under extreme
climate change or vaccination technology that could address particular viruses)
with funding from another type of entity that seeks a targeted return to
ameliorate the downside."
33,Time-consistent pension policy with minimum guarantee and sustainability constraint,Mathematical Finance,Caroline Hillairet; Sarah Kaakai; Mohamed Mrad,04-July-2022,"This paper proposes and investigates an optimal pair investment/pension
policy for a pay-as-you-go (PAYG) pension scheme. The social planner can invest
in a buffer fund in order to guarantee a minimal pension amount. The model aims
at taking into account complex dynamic phenomena such as the demographic risk
and its evolution over time, the time and age dependence of agents preferences,
and financial risks. The preference criterion of the social planner is modeled
by a consistent dynamic utility defined on a stochastic domain, which
incorporates the heterogeneity of overlapping generations and its evolution
over time. The preference criterion and the optimization problem also
incorporate sustainability, adequacy and fairness constraints. The paper
designs and solves the social planner's dynamic decision criterion, and
computes the optimal investment/pension policy in a general framework. A
detailed analysis for the case of dynamic power utilities is provided."
34,Repenser le financement des entreprises vertueuses et les politiques prudentielles en int{é}grant la solvabilit{é} socio-environnementale,General Finance,Laura Chémali; Camille Souffron,14-June-2022,"Despite the amount of savings available and the money supply managed by
financial institutions, significant market failures and the failure of carbon
pricing strategies prevent sufficient financing of the transition, notably
through bank credit. Aware of the links between natural, monetary and
productive aggregates, we propose the development of ''eco-systemic''
prudential policies by exposing the interdependence between macro, micro and
environmental prudential measures. These would be based on a reorientation of
corporate accounting standards towards the concept of socio-environmental
solvency, notably the CARE-TDL model (integration of human and natural capital
alongside financial capital on the liabilities side of the balance sheet). In
an ecosystemic framework, this solvency of virtuous companies would compensate
in accounting terms for the lack of financial solvency. The State would then be
the guarantor in order to facilitate their access to financing, also reduced by
Basel III and Solvency II. This policy develops a system of reallocation of
financing capacities from non-virtuous companies to the most virtuous ones with
public guarantees, aiming to reduce the debt ratio while increasing green
investments, with monetary policies of rates but also of volumes and ratios
differentiated according to the types of assets and the greening of bank
balance sheets, and finally forms of public-private partnership. Facilitating
the financing of green companies would green capital but increase it, partly
neutralising the positive environmental impact. It is therefore necessary to
limit the credit expansion of ''brown'' companies. This would reduce risky
operations and favour less leveraged investments more connected to the real
economy, reducing systemic financial risk. -- The Agenda 2030 Policy Briefs
series (PoCFiN Kedge Business School - SDSN France - Institut Rousseau)
mobilises economists and practitioners to identify an agenda of economic and
financial reforms to achieve the 2030 Agenda, at territorial, national and
supranational levels. These are published after peer review."
35,Predicting Corporate Risk by Jointly Modeling Company Networks and Dialogues in Earnings Conference Calls,Computation and Language,Yunxin Sang; Yang Bao,25-May-2022,"Earnings conference calls are significant information events for volatility
forecasting, which is essential for financial risk management and asset
pricing. Although some recent volatility forecasting models have utilized the
textual content of conference calls, the dialogue structures of conference
calls and company relationships are almost ignored in extant literature. To
bridge this gap, we propose a new model called Temporal Virtual Graph Neural
Network (TVGNN) for volatility forecasting by jointly modeling conference call
dialogues and company networks. Our model differs from existing models in
several important ways. First, we propose to exploit more dialogue structures
by encoding position, utterance, speaker role, and Q\&A segments. Second, we
propose to encode the market states for volatility forecasting by extending the
Gated Recurrent Units (GRU). Third, we propose a new method for constructing
temporal company networks in which the messages can only flow from temporally
preceding to successive nodes, and extend the Graph Attention Networks (GAT)
for modeling company relationships. We collect conference call transcripts of
S\&P500 companies from 2008 to 2019, and construct a dataset of conference call
dialogues with additional information on dialogue structures and company
networks. Empirical results on our dataset demonstrate the superiority of our
model over competitive baselines for volatility forecasting. We also conduct
supplementary analyses to examine the effectiveness of our model's key
components and interpretability."
36,Risks and Returns of Uniswap V3 Liquidity Providers,Risk Management,Lioba Heimbach; Eric Schertenleib; Roger Wattenhofer,18-May-2022,"Trade execution on Decentralized Exchanges (DEXes) is automatic and does not
require individual buy and sell orders to be matched. Instead, liquidity
aggregated in pools from individual liquidity providers enables trading between
cryptocurrencies. The largest DEX measured by trading volume, Uniswap V3,
promises a DEX design optimized for capital efficiency. However, Uniswap V3
requires far more decisions from liquidity providers than previous DEX designs.
  In this work, we develop a theoretical model to illustrate the choices faced
by Uniswap V3 liquidity providers and their implications. Our model suggests
that providing liquidity on Uniswap V3 is highly complex and requires many
considerations from a user. Our supporting data analysis of the risks and
returns of real Uniswap V3 liquidity providers underlines that liquidity
providing in Uniswap V3 is incredibly complicated, and performances can vary
wildly. While there are simple and profitable strategies for liquidity
providers in liquidity pools characterized by negligible price volatilities,
these strategies only yield modest returns. Instead, significant returns can
only be obtained by accepting increased financial risks and at the cost of
active management. Thus, providing liquidity has become a game reserved for
sophisticated players with the introduction of Uniswap V3, where retail traders
do not stand a chance."
37,A Stochastic Climate Model -- An approach to calibrate the Climate-Extended Risk Model (CERM),Risk Management,Jean-Baptiste Gaudemet; Jules Deschamps; Olivier Vinciguerra,05-May-2022,"The initial Climate-Extended Risk Model (CERM) addresses the estimate of
climate-related financial risk embedded within a bank loan portfolio, through a
climatic extension of the Basel II IRB model. It uses a Gaussian copula model
calibrated with non stationary macro-correlations in order to reflect the
future evolution of climate-related financial risks. In this complementary
article, we propose a stochastic forward-looking methodology to calibrate
climate macro-correlation evolution from scientific climate data, for physical
and transition efforts specifically. We assume a global physical and transition
risk, likened to persistent greenhouse gas (GHG) concentration in the
atmosphere. The economic risk is considered stationary and can therefore be
calibrated with a backward-looking methodology. We present 4 key principles to
model the GDP and we propose to model the economic, physical and transition
effort factors with three interdependent stochastic processes allowing for a
calibration with seven well defined parameters. These parameters can be
calibrated using public data. This new approach means not only to evaluate
climate risks without picking any specific scenario but also allows to fill the
gap between current one year approach of regulatory and economic capital models
and the necessarily long-term view of climate risks by designing a framework to
evaluate the resulting credit loss on each step (typically yearly) of the
transition path. This new approach could prove instrumental in the 2022 context
of central banks weighing the pros and cons of a climate capital charge."
38,Heterogeneous Information Network based Default Analysis on Banking Micro and Small Enterprise Users,Risk Management,Zheng Zhang; Yingsheng Ji; Jiachen Shen; Xi Zhang; Guangwen Yang,24-April-2022,"Risk assessment is a substantial problem for financial institutions that has
been extensively studied both for its methodological richness and its various
practical applications. With the expansion of inclusive finance, recent
attentions are paid to micro and small-sized enterprises (MSEs). Compared with
large companies, MSEs present a higher exposure rate to default owing to their
insecure financial stability. Conventional efforts learn classifiers from
historical data with elaborate feature engineering. However, the main obstacle
for MSEs involves severe deficiency in credit-related information, which may
degrade the performance of prediction. Besides, financial activities have
diverse explicit and implicit relations, which have not been fully exploited
for risk judgement in commercial banks. In particular, the observations on real
data show that various relationships between company users have additional
power in financial risk analysis. In this paper, we consider a graph of banking
data, and propose a novel HIDAM model for the purpose. Specifically, we attempt
to incorporate heterogeneous information network with rich attributes on
multi-typed nodes and links for modeling the scenario of business banking
service. To enhance feature representation of MSEs, we extract interactive
information through meta-paths and fully exploit path information. Furthermore,
we devise a hierarchical attention mechanism respectively to learn the
importance of contents inside each meta-path and the importance of different
metapahs. Experimental results verify that HIDAM outperforms state-of-the-art
competitors on real-world banking data."
39,Sample Recycling for Nested Simulation with Application in Portfolio Risk Measurement,Risk Management,Kun Zhang; Ben Mingbin Feng; Guangwu Liu; Shiyu Wang,29-March-2022,"Nested simulation is a natural approach to tackle nested estimation problems
in operations research and financial engineering. The outer-level simulation
generates outer scenarios and the inner-level simulations are run in each outer
scenario to estimate the corresponding conditional expectation. The resulting
sample of conditional expectations is then used to estimate different risk
measures of interest. Despite its flexibility, nested simulation is notorious
for its heavy computational burden. We introduce a novel simulation procedure
that reuses inner simulation outputs to improve efficiency and accuracy in
solving nested estimation problems. We analyze the convergence rates of the
bias, variance, and MSE of the resulting estimator. In addition, central limit
theorems and variance estimators are presented, which lead to asymptotically
valid confidence intervals for the nested risk measure of interest. We conduct
numerical studies on two financial risk measurement problems. Our numerical
studies show consistent results with the asymptotic analysis and show that the
proposed approach outperforms the standard nested simulation and a state-of-art
regression approach for nested estimation problems."
